y_at_x_0_5,u_centerline,x_at_y_0_5,v_centerline
0.0,0.002069318,0.0,0.016831595
0.010101010101010102,0.0018492611,0.010101010101010102,0.01684558
0.020202020202020204,0.0016240312,0.020202020202020204,0.016859217
0.030303030303030304,0.0013939652,0.030303030303030304,0.016872497
0.04040404040404041,0.0011594486,0.04040404040404041,0.016885433
0.05050505050505051,0.00092095055,0.05050505050505051,0.016898012
0.06060606060606061,0.0006789187,0.06060606060606061,0.016910242
0.07070707070707072,0.00043388596,0.07070707070707072,0.016922122
0.08080808080808081,0.00018639235,0.08080808080808081,0.016933637
0.09090909090909091,-6.290386e-05,0.09090909090909091,0.0169448
0.10101010101010102,-0.00031340658,0.10101010101010102,0.016955616
0.11111111111111112,-0.00056432246,0.11111111111111112,0.016966078
0.12121212121212122,-0.0008149432,0.12121212121212122,0.016976168
0.13131313131313133,-0.0010644861,0.13131313131313133,0.0169859
0.14141414141414144,-0.0013120723,0.14141414141414144,0.016995283
0.15151515151515152,-0.0015567815,0.15151515151515152,0.017004304
0.16161616161616163,-0.0017976623,0.16161616161616163,0.01701297
0.17171717171717174,-0.002033675,0.17171717171717174,0.017021256
0.18181818181818182,-0.0022638289,0.18181818181818182,0.017029194
0.19191919191919193,-0.0024869654,0.19191919191919193,0.017036773
0.20202020202020204,-0.0027019822,0.20202020202020204,0.017043972
0.21212121212121213,-0.0029076342,0.21212121212121213,0.017050808
0.22222222222222224,-0.0031027158,0.22222222222222224,0.017057285
0.23232323232323235,-0.0032859626,0.23232323232323235,0.017063394
0.24242424242424243,-0.003456074,0.24242424242424243,0.017069133
0.25252525252525254,-0.0036117223,0.25252525252525254,0.017074505
0.26262626262626265,-0.003751655,0.26262626262626265,0.017079508
0.27272727272727276,-0.0038743864,0.27272727272727276,0.01708415
0.2828282828282829,-0.003978681,0.2828282828282829,0.017088406
0.29292929292929293,-0.0040632095,0.29292929292929293,0.017092302
0.30303030303030304,-0.004126622,0.30303030303030304,0.017095821
0.31313131313131315,-0.004167662,0.31313131313131315,0.017098967
0.32323232323232326,-0.0041851047,0.32323232323232326,0.017101746
0.33333333333333337,-0.00417778,0.33333333333333337,0.017104149
0.3434343434343435,-0.0041447114,0.3434343434343435,0.017106175
0.3535353535353536,-0.00408484,0.3535353535353536,0.017107833
0.36363636363636365,-0.003997349,0.36363636363636365,0.017109115
0.37373737373737376,-0.0038815325,0.37373737373737376,0.017110022
0.38383838383838387,-0.0037369113,0.38383838383838387,0.017110549
0.393939393939394,-0.0035631156,0.393939393939394,0.0171107
0.4040404040404041,-0.0033601234,0.4040404040404041,0.017110474
0.4141414141414142,-0.0031279612,0.4141414141414142,0.017109862
0.42424242424242425,-0.0028670763,0.42424242424242425,0.01710888
0.43434343434343436,-0.0025782506,0.43434343434343436,0.017107526
0.4444444444444445,-0.002262522,0.4444444444444445,0.017105786
0.4545454545454546,-0.0019212428,0.4545454545454546,0.017103663
0.4646464646464647,-0.0015562546,0.4646464646464647,0.017101157
0.4747474747474748,-0.0011697994,0.4747474747474748,0.017098282
